rounded_pos	mean_rate
2700000	0
2720000	0
2740000	0
2760000	0
2780000	0
2800000	0
2820000	0.00115869484612532
2840000	0.0384220397548216
2860000	0.801929101444162
2880000	0.2284201980123
2900000	0.257836595549121
2920000	0.28650197968449
2940000	0.056173198243013
2960000	0.0540220141698845
2980000	0.0641309590652249
3e+06	0.928166498051751
3020000	0.612131899317942
3040000	0.369819119073047
3060000	0.0307437961122509
3080000	0.171709514458023
3100000	0.279170105041822
3120000	0.244381695799105
3140000	1.0122688668344
3160000	1.88327804398428
3180000	0.0354002876907141
3200000	0.0478515015695307
3220000	0.0694582940959422
3240000	0
3260000	0.272486037358513
3280000	0.720157669969762
3300000	0.0497111198276147
3320000	0.12344776633871
3340000	1.22021069173993
3360000	0.161711440725447
3380000	0.2648200452644
3400000	0.0871617012957595
3420000	0.248027339765416
3440000	1.30595011443186
3460000	0.325896293251255
3480000	0.227548608039585
3500000	0.548342302741719
3520000	4.39601074374521
3540000	5.34478776226811
3560000	1.95980903611668
3580000	2.52075610691365
3600000	6.67496470436349
3620000	7.87426752444878
3640000	0.920665779500719
3660000	2.60563471215074
3680000	1.02259868964119
3920000	1.07581015891618
3940000	0.539287357929117
3960000	0.0610120363959546
3980000	0.0819365362748134
4e+06	0.205740134272028
4020000	0.457882337828789
4040000	0.248986849879729
4060000	0.106526976206846
4080000	0.175132952161462
4100000	0.0409837803662951
4120000	0.89254600506575
4140000	0.0556650154898313
4160000	0.0874503348637604
4180000	3.36062564973718
4200000	0.477396809497023
4220000	1.84501583905083
4240000	0.0595518137176904
4260000	0.0314451056627656
4280000	0.365647420367965
4300000	0.0436220024209932
4320000	0.0203538792689647
4340000	0.0461949157964242
4360000	0.0440702640407983
4380000	0.0505612746535138
4400000	0.0492940611882553
4420000	0.0447806935254478
4440000	0.608277908368107
4460000	0.157080710310099
4480000	0.0820302527817503
4500000	0.171776246311974
4520000	1.27641289690303
4540000	1.94060245088473
4560000	2.09029681341363
4580000	0.613648237133859
4600000	1.98724643603283
4620000	10.0507362615639
4640000	0.500600161524619
4660000	0.424081044695084
4680000	1.45255318258101
4700000	0.993836588477581
4720000	0.318770596899939
4740000	0.285779286587716
4760000	5.45162532835887
4780000	0.651939013743288
4800000	0.299288019331742
4820000	0.37004527383876
4840000	0.513050698414508
4860000	0.151859832322694
4880000	0.146457851046177
4900000	0.386043072672829
4920000	0.130004655973137
4940000	0.0703836993142735
4960000	0.324518525120522
4980000	0.221548541565426
5e+06	0.172962793393951
5020000	0.129203052533105
5040000	0.0846665506209462
5060000	0.102336415196732
5080000	1.70836744258991
5100000	1.857586910213
5120000	0.222927239793666
5140000	0.0719591551216449
5160000	0.314279123844115
5180000	0.74492366194715
5200000	1.91070360299495
5220000	0.665011985306513
5240000	0.283438175875721
5260000	1.20790333002445
5280000	0.666623247542788
5300000	0.752348790846812
5320000	2.22170411852419
5340000	1.30609940285705
5360000	23.6594965554445
5380000	0.18150643565131
5400000	0.208258182811614
5420000	0.195332235820888
